Data,# Samples,# Dimensions,Outlier Perc,ABOD,CBLOF,HBOS,IForest,KNN,LODA,LOF,OCSVM,PCA,COD,BAZUOD
arrhythmia,452,274,14.6018,0.20329999999999998,0.252,0.23929,0.2931,0.0264,0.04789999999999999,0.0046,0.01667,0.10746,0.09839999999999999,0.1035
breastw,683,9,34.9927,0.07220999999999998,0.0754,0.004000000000000001,0.27176,0.019399999999999997,0.0177,0.0071,0.016000000000000004,0.0015,0.0054,0.006199999999999999
cardio,1831,21,9.6122,0.24247000000000002,0.15265,0.0093,0.35806,0.08109999999999999,0.053000000000000005,0.04547,0.12090000000000001,0.0064,0.019799999999999998,0.0183
ionosphere,351,33,35.8974,0.0618,0.06889999999999999,0.015700000000000002,0.2661,0.0096,0.018860000000000002,0.0041,0.005599999999999999,0.0021999999999999997,0.013399999999999999,0.015300000000000003
lympho,148,18,4.0541,0.0194,0.05740000000000001,0.0071,0.27969999999999995,0.0038000000000000004,0.015400000000000002,0.0016,0.0015,0.0015000000000000002,0.005999999999999999,0.008100000000000001
mammography,10000,6,2.38,1.1550699999999998,0.22794999999999996,0.005799999999999999,0.53955,0.37540999999999997,0.08332999999999999,0.19966,3.2506399999999998,0.004400000000000001,0.0269,0.021099999999999997
optdigits,5216,64,2.8758,1.4096000000000002,0.3052500000000001,0.04259999999999999,0.7851600000000001,0.7938599999999999,0.06699999999999999,0.42957,1.22622,0.05700000000000001,0.16676,0.1079
pima,768,8,34.8958,0.08999999999999998,0.08809999999999998,0.0036000000000000003,0.28025,0.022299999999999993,0.0192,0.008100000000000001,0.019499999999999997,0.0014000000000000002,0.005299999999999999,0.006500000000000001
satellite,6435,36,31.6395,1.2231,0.32998000000000005,0.0261,0.6150599999999999,0.6497200000000001,0.0701,0.54432,1.5977199999999998,0.024119999999999996,0.12405999999999999,0.08619999999999998
satimage-2,5803,36,1.2235,1.0824099999999999,0.31695999999999996,0.022799999999999994,0.5482600000000001,0.5727800000000001,0.0669,0.43351999999999996,1.27821,0.020999999999999998,0.1059,0.07821999999999998
speech,3686,400,1.6549,2.3694199999999994,0.43616,0.16987000000000002,2.48476,1.83668,0.07909999999999999,0.21001000000000003,1.4536200000000001,0.88452,0.8978299999999999,0.68439
wbc,378,30,5.5556,0.04839999999999999,0.06666000000000001,0.011299999999999998,0.25962,0.009699999999999999,0.017899999999999996,0.0033999999999999994,0.0071,0.0019000000000000002,0.0127,0.014300000000000002
wine,129,13,7.7519,0.017800000000000003,0.08250000000000002,0.005199999999999999,0.26769999999999994,0.00431,0.015700000000000002,0.0022000000000000006,0.0020000000000000005,0.0012000000000000001,0.0049,0.007300000000000001
